Symbol,N_Datasets,Consistent_Direction,Combined_Z_Stouffer,Combined_P_Stouffer,Combined_P_Stouffer_BH
CITED4,3,TRUE,2.872189195,0.004076388395,0.03088398132
HEATR1,2,TRUE,-4.365445046,1.27E-05,0.0005052454793
CXCL1,2,TRUE,2.898520077,0.003749283039,0.02876612546
HSH2D,2,TRUE,4.375755778,1.21E-05,0.0004924552228
TTK,2,TRUE,-3.686156888,0.000227666032,0.002906783964
KCNK15,2,TRUE,4.763072241,1.91E-06,0.0001565827774
PSIP1,4,TRUE,-2.87320043,0.004063362376,0.03082039512
PLK4,2,TRUE,-3.498309264,0.000468217857,0.005114261387
FAM122B,2,TRUE,-4.338689187,1.43E-05,0.0005543400341
NUAK2,2,TRUE,4.160918348,3.17E-05,0.0008268577051
ZNF217,2,TRUE,3.301966903,0.0009600939828,0.009166034474
NUPR1,2,TRUE,3.986288947,6.71E-05,0.001345532853
DHRS13,3,TRUE,-2.808802529,0.004972613725,0.03675314056
XPC,2,TRUE,3.95197869,7.75E-05,0.001473438905
YPEL3,2,TRUE,2.945094183,0.003228563688,0.02520704889
HSPB8,2,TRUE,3.1034807,0.001912587091,0.01639501202
C12orf5,3,TRUE,3.622295413,0.0002920003818,0.003492674463
SIDT2,2,TRUE,4.134966338,3.55E-05,0.0009013375426
UQCRH,3,TRUE,-4.5820054,4.61E-06,0.0002574368711
TPX2,2,TRUE,-3.971959233,7.13E-05,0.001402901307
INSIG1,2,TRUE,-4.079928741,4.50E-05,0.001045965219
SCAND1,3,TRUE,3.113287436,0.001850157312,0.01594202907
GAMT,3,TRUE,2.976295807,0.002917532987,0.02318689298
GPR137B,2,TRUE,4.191973179,2.77E-05,0.0007731081683
UBTD1,2,TRUE,3.603779488,0.0003136231642,0.003665377113
ABCA4,2,TRUE,3.108803881,0.001878463628,0.01612327749
C4orf19,2,TRUE,3.603400741,0.0003140807208,0.003665377113
AFTPH,4,TRUE,-3.717551879,0.0002011626859,0.002666435135
MMP9,2,TRUE,-3.636915052,0.0002759228778,0.00337396872
CLIC3,2,TRUE,3.964883914,7.34E-05,0.001433406093
TRIP13,2,TRUE,-4.098424967,4.16E-05,0.001002550483
DDX58,2,TRUE,4.91809604,8.74E-07,8.68E-05
DUSP3,3,TRUE,2.754488079,0.005878403144,0.04259601058
CXCR7,2,TRUE,4.251646005,2.12E-05,0.0006755729376
MCM8,3,TRUE,-3.668505393,0.0002439725483,0.003056319004
FDXR,2,TRUE,4.057530165,4.96E-05,0.001123201549
DNAJC9,2,TRUE,-3.900736782,9.59E-05,0.001644767198
KIF4A,2,TRUE,-3.86661943,0.0001103544331,0.001781741963
HMOX1,2,TRUE,2.738973097,0.006163141649,0.04446552956
SESN1,3,TRUE,3.587219591,0.0003342228464,0.003880018106
E2F1,2,TRUE,-3.82280785,0.0001319405958,0.001986382501
SPN,3,TRUE,-3.523306263,0.0004261985592,0.004740924441
GSN,2,TRUE,4.255073068,2.09E-05,0.0006748252463
IFITM1,2,TRUE,4.407470239,1.05E-05,0.0004454482627
COQ3,2,TRUE,-4.053280809,5.05E-05,0.001138829599
RABAC1,2,TRUE,3.21910882,0.001285896761,0.01163780307
CCDC109B,2,TRUE,-4.191973179,2.77E-05,0.0007731081683
CCNB2,2,TRUE,-3.853871637,0.0001162645666,0.001832682221
TMC4,2,TRUE,4.929949274,8.23E-07,8.42E-05
MVP,2,TRUE,4.563351333,5.03E-06,0.0002722639951
C9orf114,2,TRUE,-3.281675466,0.00103192298,0.009709125412
ADA,4,TRUE,6.271874979,3.57E-10,9.13E-08
ARTN,2,TRUE,4.616557164,3.90E-06,0.0002364691702
POLD4,3,TRUE,3.776620881,0.000158970424,0.002247967758
MAG,2,TRUE,4.017857525,5.87E-05,0.00124022184
TSPAN15,2,TRUE,4.412039953,1.02E-05,0.0004452110174
CETN3,2,TRUE,-3.682038728,0.0002313762514,0.002942858173
HOMER1,2,TRUE,-3.507089688,0.0004530364271,0.00498940118
THBS3,2,TRUE,2.930339834,0.003385914914,0.02634281405
ABAT,3,TRUE,3.858686935,0.0001139978548,0.001809817971
CD24,2,TRUE,4.152394102,3.29E-05,0.0008485088718
ANKRD32,3,TRUE,-3.196953974,0.001388870856,0.0124313977
MCM3,2,TRUE,-3.932234991,8.42E-05,0.001517155992
STIL,2,TRUE,-3.856024435,0.0001152459732,0.001820941126
CYP1A1,2,TRUE,4.816306389,1.46E-06,0.0001279984159
ALDH1A3,2,TRUE,4.700402131,2.60E-06,0.0001927403474
ZNF394,2,TRUE,4.436359249,9.15E-06,0.0004066735461
KIF14,2,TRUE,-3.49104067,0.0004811430064,0.005246825047
TMEM180,2,TRUE,-3.333754123,0.0008568236272,0.008369443125
UGT2B17,2,TRUE,4.474938255,7.64E-06,0.0003605921702
KIF15,2,TRUE,-3.952886533,7.72E-05,0.001473438905
HSD17B14,2,TRUE,3.632958644,0.00028018994,0.003407355541
GINS2,3,TRUE,-4.314265096,1.60E-05,0.0005954052913
FANCD2,3,TRUE,-3.741549386,0.0001828892274,0.002498109118
RNASEH2A,2,TRUE,-3.65431052,0.0002578740217,0.003194372425
RELB,2,TRUE,3.53740655,0.000404077151,0.004517514636
ISG15,2,TRUE,5.623597205,1.87E-08,3.03E-06
HIST1H2BK,2,TRUE,3.789807733,0.0001507639332,0.002185828719
MDC1,2,TRUE,-3.32373344,0.0008882104988,0.00861279335
SPC25,2,TRUE,-4.596604782,4.29E-06,0.0002441517462
NINJ1,2,TRUE,4.362878694,1.28E-05,0.0005052454793
MCM5,2,TRUE,-3.913578777,9.09E-05,0.001587719162
SDC1,3,TRUE,2.778057876,0.005468487693,0.0399740441
TMEM136,2,TRUE,3.899281316,9.65E-05,0.001649809365
ITPR3,2,TRUE,-3.038564975,0.002377078384,0.01954551967
ANGPTL2,5,TRUE,5.159919584,2.47E-07,3.10E-05
CDC45,3,TRUE,-3.639447206,0.0002732239451,0.003347119122
OLFML2B,4,TRUE,3.912269818,9.14E-05,0.001592173146
TCF19,4,TRUE,-2.831549112,0.004632311913,0.03454499871
ABCD3,4,TRUE,-2.750545484,0.005949613115,0.0430650995
CDKN1C,3,TRUE,3.608283752,0.0003082292747,0.003628922363
